,title,authors,blurb,citations,citation_rate,year,link
816,Validation of natural language processing to extract breast cancer pathology procedures and results,"['AE Wieneke', 'EJA Bowles', 'D Cronkite']",Background: Pathology reports typically require manual review to abstract research data. We developed a natural language processing (NLP) system to automatically interpret free-text breast pathology reports with limited assistance from manual abstraction. Methods: We ,23,3.8333333333333335,2015,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4485196/
817,"A unification-based, integrated natural language processing system",['SL Lytinen'],"This paper presents a natural language processing (NLP) system called LINK. LINK is unification-based, and incorporates and extends many features which have been emerging from other NLP research in recent years. In particular, the notions of autonomous syntax and ",23,0.7931034482758621,1992,https://www.sciencedirect.com/science/article/pii/089812219290115X
818,Constraint programming for natural language processing,['D Duchier'],"This course demonstrates how constraint programming can be used effectively in practice, for linguistic applications. It shows how many forms of ambiguity arising in computational linguistic can be represented compactly and elegantly, and processed efficiently with ",22,1.0476190476190477,2000,https://www.researchgate.net/profile/Denys_Duchier/publication/2878733_Constraint_Programming_for_Natural_Language_Processing/links/02bfe5124d627e249d000000/Constraint-Programming-for-Natural-Language-Processing.pdf
819,Einstein's framework for natural language processing,['A Bendjoudi'],"Natural Language Processing is the term used to describe methods and laws applied to language, to understand it computationally. The existence of clear laws such as those in physics has never been considered the task, because–perhaps-letters are not that visible as ",22,22.0,2020,https://www.researchgate.net/profile/Ahmida_Bendjoudi2/publication/338375963_Einstein's_Framework_for_Natural_Language_Processing/links/5e0fcbb94585159aa4b11408/Einsteins-Framework-for-Natural-Language-Processing.pdf
820,Big data driven natural language processing research and applications,"['VN Gudivada', 'D Rao', 'VV Raghavan']","Due to the inherent complexity of natural languages, many natural language tasks are ill-posed for mathematically precise algorithmic solutions. To circumvent this problem, statistical machine learning approaches are used for natural language processing (NLP) ",22,3.6666666666666665,2015,https://www.sciencedirect.com/science/article/pii/B9780444634924000095
821,A natural language processing framework for assessing hospital readmissions for patients with COPD,"['A Agarwal', 'C Baechle', 'R Behara']","With the passage of recent federal legislation, many medical institutions are now responsible for reaching target hospital readmission rates. Chronic diseases account for many hospital readmissions and chronic obstructive pulmonary disease has been recently ",22,5.5,2017,https://ieeexplore.ieee.org/abstract/document/7880658/
822,Adversarial attacks on deep-learning models in natural language processing: A survey,"['WE Zhang', 'QZ Sheng', 'A Alhazmi', 'C Li']","With the development of high computational devices, deep neural networks (DNNs), in recent years, have gained significant popularity in many Artificial Intelligence (AI) applications. However, previous efforts have shown that DNNs are vulnerable to ",22,22.0,2020,https://dl.acm.org/doi/abs/10.1145/3374217
823,A suite of natural language processing tools for Greek,"['P Prokopidis', 'B Georgantopoulos']",ABSTRACT Τα τεράστıα κεıμενıκά δεδομένα που εíναı δıαθέσıμα σήμερα σε ηλεκτρονıκή μορφή απαıτούν εύρωστες τεχνολογíες επεξεργασíας φυσıκής γλώσσας (ΕΦΓ). H αλυσíδα αρθρωμάτων ΕΦΓ που έχεı αναπτύξεı το Ινστıτούτο Επεξεργασíας του Λóγου εíναı μοναδıκή ,22,2.2,2011,http://nlp.ilsp.gr/nlp/ICGL2011_Prokopidis_etal.pdf
824,Autonomous requirements specification processing using natural language processing,"['SG MacDonell', 'K Min', 'AM Connor']","We describe our ongoing research that centres on the application of natural language processing (NLP) to software engineering and systems development activities. In particular, this paper addresses the use of NLP in the requirements analysis and systems design ",22,3.142857142857143,2014,https://arxiv.org/abs/1407.6099
825,Applying natural language processing techniques to speech prostheses,['A Copestake'],"In this paper, we discuss the application of Natural Language Processing (NLP) techniques to improving speech prostheses for people with severe motor disabilities. Many people who are unable to speak because of physical disability utilize text-to-speech generators as ",22,0.88,1996,https://www.aaai.org/Papers/Symposia/Fall/1996/FS-96-05/FS96-05-002.pdf
826,Method and apparatus for natural language processing of electronic mail,['J Pustejovsky'],"A technique for accessing electronic mail (e-mail) messages includes populating a database with the e-mail and segments of text comprising the e-mail. The segments of text are associated with lexical types, thereby producing plural lexical elements. Access is based on ",22,1.1578947368421053,2002,https://patents.google.com/patent/US20020103871A1/en
827,Contextual coherence in natural language processing,"['R Porzel', 'I Gurevych']","Controlled and restricted dialogue systems are reliable enough to be deployed in various real world applications. The more conversational a dialogue system becomes, the more difficult and unreliable become recognition and processing. Numerous research projects are ",22,1.2222222222222223,2003,https://link.springer.com/chapter/10.1007/3-540-44958-2_22
828,Pattern-based disambiguation for natural language processing,['E Brill'],A wide range of natural language problems can be viewed as disambiguating between a small set of alternatives based upon the string context surrounding the ambiguity site. In this paper we demonstrate that classification accuracy can be improved by invoking a more ,22,1.0476190476190477,2000,https://www.aclweb.org/anthology/W00-1301.pdf
829,Self-organizing maps of words for natural language processing applications,['T Honkela'],"Abstract. Kohonen's Self-Organizing Map (SOM) is a general unsupervised tool for ordering 
high- dimensional statistical data so that neighboring nodes on the map represent similar 
inputs. Often the SOM is applied to numerical data in application areas like pattern ",22,0.9166666666666666,1997,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.157.1636&rep=rep1&type=pdf
830,Computational aids for Zulu natural language processing,"['L Pretorius', 'SE Bosch']","In this paper the development of two basic computational aids in Zulu natural language processing, namely a morphological analyser, built with the Xerox finite-state tools (Beesley & Karttunen, 2003) and a machine-readable lexicon as an XML document, are discussed ",22,1.2222222222222223,2003,https://www.tandfonline.com/doi/abs/10.2989/16073610309486348
